지역,지점,게임명,난이도,인원,게임시간,설명영상,키워드
서울,방이,더치블리츠,Easy,3-4인,10분,예,순발력운빨
서울,방이,인더스트리아,Hard,3-4인,40분,아니오,경매엔진
서울,방이,만약카드 이심전심,Very Easy,2-4인,30분,아니오,대화
서울,방이,디크립토,Normal,4-8인,30분,아니오,협동추리
서울,방이,퍼스트콘택트,Normal,4-7인,40분,아니오,문자추리
서울,방이,카멜업 2판,Very Hard,3-8인,40분,아니오,경마배팅
서울,방이,스크리블 타임,Easy,3-6인,20분,예,그림기억
서울,방이,로꼬라마,Easy,3-4인,20분,아니오,숫자연산
서울,방이,딕싯,Normal,4-6인,20분,예,그림연상
서울,방이,블리츠 한글자,Very Easy,3-6인,20분,아니오,단어연상
서울,방이,지킬대하이드,Normal,2인,20분,예,트릭테이킹
서울,방이,서스펙트게임,Hard,4인,90분,예,추리/역할극
서울,방이,포커,Normal,3-9인,60분,아니오,베팅
서울,방이,고스톱,Normal,3인,60분,아니오,전통놀이
서울,방이,캐스캐디아,Normal,2-4인,30분,예,타일놓기
서울,방이,블랙햇츠2,Hard,2-5인,40분,예,"추리, 수사"
서울,방이,언락1,Normal,2-6인,60분,예,방탈출
서울,방이,독수리 눈치싸움,Easy,3-5인,20분,예,심리
서울,방이,쇼텐토텐2,Normal,2인,20분,아니오,힘대결
서울,방이,시크릿 히틀러,Very Hard,6-10인,45분,예,마피아
서울,방이,시크릿 히틀러 : 진행영상,Very Hard,6-10인,45분,예,마피아
서울,방이,진라면,Normal,3-4인,30분,예,셋컬렉션
서울,방이,다잉메시지 확장판 : 공범의 그림자,Normal,6-8인,25분,예,마피아추리
서울,방이,바방크,Normal,4-6인,35분,아니오,베팅심리
서울,방이,부루마불 대한독립,Normal,2-4인,30분,예,협력
서울,방이,페이퍼사파리 : 피카츄와 친구들,Normal,3-5인,20분,예,셋컬렉션
서울,방이,포인트샐러드 : 이브이에디션,Normal,2-5인,30분,예,셋컬렉션
서울,방이,러브레터,Normal,4~5명,20분,예,카드추론
서울,방이,코드네임 듀엣,Normal,2인,20분,아니오,협력추리
서울,방이,스파이시,Normal,4-5인,20분,아니오,블러핑
서울,방이,머핀타임,Easy,3-6인,30분,아니오,카드
서울,방이,스플렌더 대결,Hard,2,30분,아니오,전략
서울,방이,새벽의 뱀파이어,Easy,3-6 인,30분,아니오,기억력
서울,방이,노팅엄의 지방관,Normal,4-6인,50분,아니오,협상
서울,방이,인생게임,Normal,2-6인,60분,아니오,인생경영
서울,방이,재치와 눈치,Easy,4-5인,10분,아니오,퀴즈/눈치
서울,방이,워드캡처 티키타카,Very Easy,4-6인,10분,아니오,단어연상
서울,방이,강아지똥 웰시코기,Very Easy,2-5인,15분,예,타이밍
서울,방이,익스플로딩 키튼,Easy,4-5인,15분,아니오,카드운빨
서울,방이,벌룬컵,Hard,2인,20분,예,카드전략
서울,방이,튜링머신,Very Hard,1-3 인,20분,아니오,퍼즐조합
서울,방이,디스크커버,Easy,3-6인,20분,아니오,음악공감
서울,방이,인쉬,Normal,2인,20분,아니오,추상전략
서울,방이,스트라이크,Very Easy,2-5인,15분,예,주사위
서울,방이,아그리콜라(개정판),ProGamer,2~4인,150분,아니오,농사전략
서울,방이,우봉고,Easy,2-4인,25분,예,퍼즐조합
서울,방이,장미전쟁,Normal,2인,20분,아니오,전략
서울,방이,총알탄로봇(리코쉐로봇),Normal,1-10인,30분,아니오,추상전략
서울,방이,치킨차차,Easy,2-4인,20분,예,그림기억
서울,방이,언락5,Normal,2-6인,60분,예,방탈출
서울,방이,언락6,Normal,2-6인,60분,예,방탈출
서울,방이,디셉션 : 홍콩 살인 사건,Very Hard,6-12인,20분,예,마피아
서울,방이,시타델,Very Hard,4-7인,60분,예,심리전략
서울,방이,윙스팬,Extreme,2-4인,50분,예,전략
서울,방이,카후나,Hard,2인,30분,아니오,영향력
서울,방이,캔트스탑,Normal,2-4인,30분,예,주사위
서울,방이,콰르토,Easy,2인,20분,아니오,추상전략
서울,방이,쿼리도,Easy,"2, 4인",20분,예,추상전략
서울,방이,패치워크,Hard,2인,25분,예,전략퍼즐
서울,방이,펭귄파티,Easy,3-5인,20분,아니오,카드내려놓기
서울,방이,하나비,Hard,3-5인,25분,예,카드협력
서울,방이,하이소사이어티,Normal,4-5인,15분,아니오,카드경매
서울,방이,스타워즈 : 덱빌딩 게임,Hard,2,30분,아니오,덱빌딩
서울,방이,마법사와 움직이는 탑,Easy,2~6인,30분,아니오,기억력
서울,방이,꼬꼬미노,Easy,3-4인,20분,아니오,주사위
서울,방이,링코,Normal,2-4인,20분,아니오,패털기
서울,방이,루미큐브 한글,Easy,2-4인,20분,아니오,단어조합
서울,방이,라온 조각,Easy,2-4인,10분,아니오,단어조합
서울,방이,쿠키런 러브레터,Normal,3-6인,20분,아니오,카드
서울,방이,스텔라,Normal,04-06,30분,아니오,단어연상
서울,방이,인코그니토,Very Hard,4인,60분,아니오,역할추리
서울,방이,윙스팬 : 아시아,Extreme,2인,50분,아니오,전략
서울,방이,세트업,Normal,2~4인,20분,아니오,추상전략
서울,방이,달러투도넛,Normal,3-4인,30분,아니오,운영
서울,방이,워터게이트,Extreme,2,45분,아니오,전략
서울,방이,라쿠카라차,Very Easy,2~4인,5분,예,순발력
서울,방이,슬루스,Normal,3-7인,30분,아니오,추리
서울,방이,스컬킹,Hard,4-6인,30분,예,트릭테이킹
서울,방이,오트리오,Easy,2-4인,20분,아니오,추상전략
서울,방이,프로젝트L,Normal,2-4인,30분,아니오,퍼즐/전략
서울,방이,커피러시,Normal,3인,30분,아니오,운영
서울,방이,오뚜기 윷놀이,Very Easy,4인,30분,예,레이싱
서울,방이,용의자들,Normal,2-6인,60분,아니오,추리
서울,방이,버건디의 성,ProGamer,2-4인,90분,아니오,주사위 전략
서울,방이,후엠아이,Easy,2-4인,10분,아니오,단어파티
서울,방이,스플렌더 : 포켓몬,Hard,2-4인,30분,아니오,카드전략
서울,방이,배럴다이스,Normal,4-5인,30분,아니오,주사위/베팅
서울,방이,페루도,Normal,3-6인,30분,아니오,블러핑
서울,방이,라이헌트 시크릿 텔러,Easy,4-6인,30분,예,대화베팅
서울,방이,푸에르토리코 1897,ProGamer,2-5인,90분,아니오,전략
서울,방이,잠만보 다이스게임,Normal,2-6인,20분,아니오,주사위
서울,방이,이스탄불 주사위게임,Hard,3인,40분,아니오,주사위 전략
서울,방이,금지어 게임,Easy,"4,6,8인",15분,예,파티
서울,방이,자이푸르,Normal,2인,30분,예,셋컬렉션
서울,방이,어콰이어,Extreme,3-6인,90분,아니오,주식투자
서울,방이,갈팡질팡,Normal,2-8인,15분,아니오,협력퍼즐
서울,방이,놉놉테이블,Easy,3-6인,20분,아니오,공감
서울,방이,라이헌트 미스터리 아티스트,Easy,3-8인,30분,예,그림/마피아
서울,영등포,커피러시 : 케이크 타임,Normal,2-4인,30분,아니오,전략
서울,영등포,다이브,Normal,2-4인,25분,아니오,탐험
서울,영등포,세븐원더스 : 듀얼,Extreme,2인,60분,아니오,셋컬렉션
서울,영등포,개조심,Very Easy,2-5인,5분,예,손기술
서울,영등포,고스트,Easy,2인,10분,예,심리전략
서울,영등포,노땡스,Normal,3-7인,20분,예,카드경매
서울,영등포,다빈치코드,Easy,2-4인,20분,예,숫자추리
서울,영등포,닥터유레카,Easy,2-4인,15분,아니오,순발력
서울,영등포,달무티,Hard,5-8인,20분,예,선잡기
서울,영등포,더게임,Normal,2-5인,20분,예,숫자협력
서울,영등포,데드오브윈터,ProGamer,2-5인,100분,아니오,미션협력
서울,영등포,도블,Easy,2-5인,10분,예,순발력
서울,영등포,드렉사우,Easy,2-4인,10분,아니오,카드전략
서울,영등포,라비린스,Normal,2-4인,20분,아니오,미로전략
서울,영등포,라스베가스,Normal,3-7인,35분,예,전략배팅
서울,영등포,라온,Easy,2-4인,10분,예,타일조합
서울,영등포,러시아워,Normal,1-2인,45분,아니오,퍼즐해독
서울,영등포,러시아워쉬프트,Easy,2인,15분,아니오,퍼즐해독
서울,영등포,레지스탕스 아발론,Very Hard,6-10인,40분,예,마피아
서울,영등포,레지스탕스:쿠,Hard,3-6인,15분,예,블러핑
서울,영등포,렉시오,Very Hard,3-5인,30분,예,조합전략
서울,영등포,로보77,Easy,2-6인,30분,예,숫자연산
서울,영등포,루미큐브,Normal,2-6인,30분,예,타일조합
서울,영등포,루핑루이,Very Easy,2-4인,10분,예,타이밍
서울,영등포,마라케시,Normal,2-4인,30분,아니오,이동전략
서울,영등포,마법의미로,Easy,2-4인,20분,예,길기억
서울,영등포,마헤,Normal,4-7인,30분,예,경주배팅
서울,영등포,맨해튼,Hard,4인,45분,아니오,영향력
서울,영등포,나방속이기 (장난꾸러기 나방),Normal,4-5인,20분,아니오,눈치전략
서울,영등포,모노폴리,Normal,2-8인,180분,아니오,투자경영
서울,영등포,모던아트,Hard,4-5인,45분,예,경매
서울,영등포,배틀쉽,Normal,2-4인,15분,예,영역차지
서울,영등포,뱅,Hard,4-8인,35분,예,마피아
서울,영등포,뱅:다이스,Hard,5-6인,15분,아니오,마피아
서울,영등포,뱅:닷지시티,Very Hard,3-8인,40분,아니오,마피아
서울,영등포,보난자,Very Hard,4-7인,50분,예,카드협상
서울,영등포,부루마불,Normal,2-4인,60분,예,투자경영
서울,영등포,블로커스,Easy,2-4인,15분,예,도형전략
서울,영등포,블리츠,Very Easy,3-6인,20분,예,단어연상
서울,영등포,사보타지,Hard,5-8인,30분,예,마피아
서울,영등포,선물입니다,Easy,2-6인,15분,예,블러핑
서울,영등포,세트,Normal,2-4인,30분,예,패턴지각
서울,영등포,쇼텐토텐,Normal,2인,20분,예,힘대결
서울,영등포,숲속의음악대,Very Easy,4-7인,15분,예,순발력
서울,영등포,슈퍼라이노,Very Easy,2-5인,10분,예,젠가류
서울,영등포,스크래블,Easy,2-4인,60분,아니오,단어조합
서울,영등포,스트라테고,Normal,2인,45분,아니오,추상전략
서울,영등포,스파이폴,Normal,4-8인,30분,예,마피아
서울,영등포,스플렌더,Hard,2-4인,45분,예,카드전략
서울,영등포,아발론,Easy,2인,20분,예,추상전략
서울,영등포,아브라카왓,Hard,2-5인,30분,예,타일추리
서울,영등포,아임더보스,Very Hard,3-6인,60분,예,거래협상
서울,영등포,와이어트어프,Hard,2-4인,60분,아니오,마피아
서울,영등포,우노,Easy,2-10인,20분,예,손털기
서울,영등포,원카드클래식,Easy,2-10인,10분,아니오,손털기
서울,영등포,위너스서클,Hard,3-6인,45분,예,경마배팅
서울,영등포,이매진,Easy,3-8인,20분,예,그림연상
서울,영등포,장기,Normal,2인,30분,아니오,추상전략
서울,영등포,젝스님트,Easy,4-10인,30분,예,심리
서울,영등포,젠가,Very Easy,2-8인,20분,예,손기술
서울,영등포,젬블로,Easy,6인,15분,예,도형전략
서울,영등포,챠오챠오,Easy,3-5인,20분,예,블러핑
서울,영등포,체스 앤 체커스,Normal,2인,30분,아니오,추상전략
서울,영등포,카르카손,Hard,2-5인,30분,아니오,타일전략
서울,영등포,카탄:도시와기사,Extreme,3-4인,120분,아니오,협상전략
서울,영등포,카탄:항해사,Extreme,3-4인,90분,아니오,협상전략
서울,영등포,카탄:5-6인확장,Extreme,5-6인,90분,예,협상전략
서울,영등포,컬러레또,Normal,3-5인,30분,아니오,심리전략
서울,영등포,컴팩트컬링,Easy,2-8인,30분,아니오,손기술
서울,영등포,코드777,Hard,2-5인,30분,예,숫자추리
서울,영등포,코코너츠,Very Easy,2-4인,30분,예,손기술
서울,영등포,쿼클,Normal,2-4인,30분,아니오,타일전략
서울,영등포,퀵소,Easy,2인,15분,아니오,추상전략
서울,영등포,클라스크,Very Easy,2인,10분,아니오,축구게임
서울,영등포,타르기,Very Hard,2인,60분,예,전략
서울,영등포,타뷸라의늑대,Normal,8-24인,30분,아니오,마피아
서울,영등포,터틀블럭,Very Easy,2-8인,15분,예,손기술
서울,영등포,텀블링다이스,Very Easy,3-10인,30분,아니오,주사위
서울,영등포,텀블링몽키,Very Easy,2-4인,15분,예,손기술
서울,영등포,톡톡우드맨,Very Easy,2-7인,10분,예,손기술
서울,영등포,티켓투라이드,Hard,3-5인,40분,예,미션전략
서울,영등포,티키토플,Normal,2-4인,20분,예,심리전략
서울,영등포,파라오코드,Easy,2-5인,20분,예,사칙연산
서울,영등포,팬데믹,Extreme,2-4인,45분,예,협력
서울,영등포,펭귄팡팡 (펭귄트랩),Very Easy,2-4인,5분,예,손기술
서울,영등포,포세일,Normal,3-6인,20분,예,투자경매
서울,영등포,피냐타,Hard,2인,30분,예,카드전략
서울,영등포,스틱스택,Very Easy,2-10인,10분,아니오,손기술
서울,영등포,피트,Easy,4-8인,15분,예,카드거래
서울,영등포,한밤의 늑대인간 : 기본캐릭터,Very Hard,5-10인,15분,예,마피아
서울,영등포,할리갈리,Very Easy,2-7인,10분,예,순발력
서울,영등포,할리갈리 익스트림,Easy,2-6인,20분,예,순발력
서울,영등포,할리갈리 컵스,Very Easy,2-4인,10분,예,순발력
서울,영등포,해적룰렛,Very Easy,2-10인,5분,아니오,복불복
서울,영등포,흔들흔들해적선,Very Easy,2-4인,5분,예,손기술
서울,영등포,코드네임 픽쳐스,Normal,4-8인,30분,예,협동추리
서울,영등포,도블 동물원,Easy,2-5인,10분,예,순발력
서울,영등포,센추리 : 향신료의 길,Hard,2-5인,40분,예,카드전략
서울,영등포,벼룩서커스,Normal,3-5인,15분,예,눈치전략
서울,영등포,세븐원더스,Extreme,2-7인,60분,아니오,셋컬렉션
서울,영등포,마스크맨,Hard,2-6인,20분,아니오,트릭테이킹
서울,영등포,인디언포커,Easy,2-6인,30분,예,카드배팅
서울,영등포,유령대소동,Easy,2-8인,20분,아니오,순발력
서울,영등포,엘드리치호러,ProGamer,2-8인,180분,아니오,협력
서울,영등포,스플렌더 : 찬란한도시,Hard,2-4인,45분,예,카드전략
서울,영등포,스탁파일,Hard,3-5인,45분,예,베팅경매
서울,영등포,뒤죽박죽 서커스,Easy,2-4인,20분,아니오,손기술
서울,영등포,총알탄로봇(리코쉐로봇),Normal,1-10인,30분,아니오,추상전략
서울,영등포,쇼킹룰렛,Very Easy,2-4인,5분,예,복불복
서울,영등포,스파이폴2,Normal,5-12인,30분,예,마피아
서울,영등포,초밥왕,Easy,2-5인,20분,예,카드심리
서울,영등포,악어룰렛,Very Easy,2-5인,5분,예,복불복
서울,영등포,클루,Hard,2-6인,35분,예,범죄추리
서울,영등포,레지스탕스 아발론 : 호수의여인,Very Hard,6-10인,40분,예,마피아
서울,영등포,시퀀스,Easy,4-12인,10분,예,카드빙고
서울,영등포,서바이브,Hard,2-4인,60분,아니오,타일전략
서울,영등포,텔레스트레이션,Easy,4-8인,30분,예,그림연상
서울,영등포,티켓투라이드 : 유럽,Hard,2-5인,60분,아니오,미션전략
서울,영등포,티켓투라이드 : 노르딕컨트리,Hard,2-3인,45분,아니오,미션전략
서울,영등포,셀레스티아,Normal,2-6인,30분,아니오,블러핑
서울,영등포,웰컴백 투더 던전,Normal,3-4인,20분,아니오,카드 심리
서울,영등포,큐윅스,Easy,2-5인,15분,예,주사위
서울,영등포,데드 맨스 드로우,Normal,2-4인,15분,아니오,카드
서울,영등포,스킵피티,Easy,2-4인,20분,아니오,추상전략
서울,영등포,도망자,Normal,2인,20분,예,추리
서울,영등포,슬리핑 퀸즈,Normal,3-5인,15분,아니오,카드
서울,영등포,아키올로지,Normal,2-5인,20분,아니오,셋컬렉션
서울,영등포,킹도미노,Easy,2-4인,20분,아니오,타일전략
서울,영등포,윌유메리미 (데어이쎄스),Easy,2-4인,10분,예,심리추리
서울,영등포,테라포밍마스,ProGamer,2-5인,120분,아니오,전략
서울,영등포,쇼텐토텐 : 전략카드 영상,Normal,2인,20분,예,힘대결
서울,영등포,사그라다,Normal,2-4인,40분,아니오,주사위배치
서울,영등포,크라임호텔,Normal,3-4인,30분,예,트릭테이킹
서울,영등포,아줄,Hard,2-4인,40분,예,추상전략
서울,영등포,가짜예술가 뉴욕에가다,Easy,5-10인,15분,예,그림마피아
서울,영등포,꿈의 대화,Normal,4-10인,30분,예,단어/마피아
서울,영등포,기즈모,Hard,2-4인,45분,아니오,전략
서울,영등포,더마인드,Normal,2-4인,20분,예,숫자협력
서울,영등포,산토리니,Normal,2인,20분,아니오,추상전략
서울,영등포,인사이더,Normal,4-6인,15분,아니오,"단어,마피아"
서울,영등포,코드네임,Normal,4-8인,30분,예,협동추리
서울,영등포,아그리콜라 : 일반모드,ProGamer,2-5인,120분,예,농사전략
서울,영등포,로스트시티,Normal,2인,20분,예,카드전략
서울,영등포,한밤의 늑대인간 : 모든캐릭터,Very Hard,5-10인,15분,예,마피아
서울,영등포,한밤의늑대인간 : 진행영상-기본캐릭터,Very Hard,5-10인,15분,예,마피아
서울,영등포,한밤의늑대인간 : 진행영상-추가캐릭터,Very Hard,5-10인,15분,예,마피아
서울,영등포,한밤의늑대인간 : 진행영상-모든캐릭터,Very Hard,5-10인,15분,예,마피아
서울,영등포,도미니언,Extreme,2-4인,40분,예,덱빌딩
서울,영등포,하나미코지,Normal,2인,30분,아니오,"카드 드래프팅, 지역관리"
서울,영등포,랩터,Hard,2인,30분,아니오,카드전략
서울,영등포,데칼코,Easy,3-6인,30분,아니오,그림연상
서울,영등포,상어 아일랜드,Easy,2-4인,10분,아니오,순발력
서울,영등포,상어를 조심해,Very Easy,2-4인,5분,예,복불복
서울,영등포,티츄 딜럭스,Extreme,4인,60분,예,조합협력
서울,영등포,공기놀이,Very Easy,2-4인,15분,아니오,손기술
서울,영등포,너도나도파티,Easy,3-12인,20분,예,공감파티
서울,영등포,잉카의 황금,Normal,3-8인,25분,예,심리
서울,영등포,센추리 : 신대륙의 개척자,Very Hard,2-4인,30분,아니오,전략
서울,영등포,의자쌓기,Very Easy,2-6인,10분,예,손기술
서울,영등포,고읭고읭,Very Easy,4인,10분,예,순발력팀전
서울,영등포,테이블톡 베이직,Very Easy,2-6인,20분,예,대화
서울,영등포,테이블톡 커플,Very Easy,2인,20분,예,대화
서울,영등포,테이블톡 패밀리,Very Easy,2-6인,20분,예,대화
서울,영등포,노터치 크라켄 디럭스 (크툴루를 건드리지마),Normal,3-8인,30분,예,마피아
서울,영등포,저스트원,Very Easy,4-7인,20분,예,협력단어퀴즈
서울,영등포,타코 캣 고트 치즈 피자,Very Easy,4-7인,10분,예,순발력
서울,영등포,부두프린스,Normal,4-5인,30분,아니오,트릭테이킹
서울,영등포,뱀파이어퀸,Normal,4-8인,30분,아니오,카드전략
서울,영등포,카탄,Extreme,3-4인,60분,예,협상전략
서울,영등포,우봉고3D,Normal,2-4인,25분,아니오,타일배치
서울,영등포,꼬치의 달인,Very Easy,2-4인,15분,아니오,순발력
서울,영등포,지도제작자들,Normal,2-12인,30분,예,눈치전략
서울,영등포,5초준다,Very Easy,3-6인,20분,예,리얼타임순발력
서울,영등포,거짓말탐지기,Very Easy,2-8인,5분,예,파티게임
서울,영등포,빛의 도시 파리,Normal,2인,30분,예,타일놓기
서울,영등포,5분마블,Easy,3-5인,10분,예,협력
서울,영등포,하이소사이어티,Normal,4-5인,15분,아니오,카드경매
서울,영등포,13클루,Normal,3-6인,30분,예,카드추리
서울,영등포,캔트스탑,Normal,2-4인,30분,예,주사위
서울,영등포,사운드퀴즈쇼,Easy,2-5인,15분,아니오,퀴즈
서울,영등포,밸런스게임,Very Easy,2-5인,15분,아니오,대화
서울,영등포,요트다이스,Normal,3-5인,30분,예,주사위전략
서울,영등포,다이아몬드 게임,Very Easy,2-3인,20분,아니오,추상전략
서울,영등포,구룡투,Easy,2인,15분,아니오,심리전략
서울,영등포,다잉메시지 : 소설가의 마지막 문장,Normal,3-6인,25분,예,협력추리
서울,영등포,돌팔이 약장수,Hard,3-4인,45분,아니오,운빨덱빌딩
서울,영등포,스페이스크루,Hard,3-5인,25분,아니오,트릭테이킹
서울,영등포,바퀴벌레포커 로얄,Normal,2-6인,15분,아니오,블러핑
서울,영등포,루빅스레이스,Very Easy,2인,5분,아니오,퍼즐
서울,영등포,언락2,Normal,2-6인,60분,예,방탈출
서울,영등포,언락3,Normal,2-6인,60분,예,방탈출
서울,영등포,도둑잡기,Easy,2-6인,45분,아니오,팀전주사위
서울,영등포,포션폭발,Normal,2-4인,45분,아니오,콤보전략
서울,영등포,더치블리츠,Easy,3-4인,10분,예,순발력운빨
서울,영등포,인더스트리아,Hard,3-4인,40분,아니오,경매엔진
서울,영등포,만약카드 이심전심,Very Easy,2-4인,30분,아니오,대화
서울,영등포,디크립토,Normal,4-8인,30분,아니오,협동추리
서울,영등포,퍼스트콘택트,Normal,4-7인,40분,아니오,문자추리
서울,영등포,카멜업 2판,Very Hard,3-8인,40분,아니오,경마배팅
서울,영등포,스크리블 타임,Easy,3-6인,20분,예,그림기억
서울,영등포,로꼬라마,Easy,3-4인,20분,아니오,숫자연산
서울,영등포,딕싯,Normal,4-6인,20분,예,그림연상
서울,영등포,왓츠 잇 투야,Very Easy,4-8인,15분,아니오,공감파티
서울,영등포,블리츠 한글자,Very Easy,3-6인,20분,아니오,단어연상
서울,영등포,지킬대하이드,Normal,2인,20분,예,트릭테이킹
서울,영등포,서스펙트게임,Hard,4인,90분,예,추리/역할극
서울,영등포,포커,Normal,3-9인,60분,아니오,베팅
서울,영등포,고스톱,Normal,3인,60분,아니오,전통놀이
서울,영등포,캐스캐디아,Normal,2-4인,30분,예,타일놓기
서울,영등포,블랙햇츠2,Hard,2-5인,40분,예,"추리, 수사"
서울,영등포,언락1,Normal,2-6인,60분,예,방탈출
서울,영등포,독수리 눈치싸움,Easy,3-5인,20분,예,심리
서울,영등포,쇼텐토텐2,Normal,2인,20분,아니오,힘대결
서울,영등포,시크릿 히틀러,Very Hard,6-10인,45분,예,마피아
서울,영등포,시크릿 히틀러 : 진행영상,Very Hard,6-10인,45분,예,마피아
서울,영등포,진라면,Normal,3-4인,30분,예,셋컬렉션
서울,영등포,다잉메시지 확장판 : 공범의 그림자,Normal,6-8인,25분,예,마피아추리
서울,영등포,바방크,Normal,4-6인,35분,아니오,베팅심리
서울,영등포,부루마불 대한독립,Normal,2-4인,30분,예,협력
서울,영등포,페이퍼사파리 : 피카츄와 친구들,Normal,3-5인,20분,예,셋컬렉션
서울,영등포,포인트샐러드 : 이브이에디션,Normal,2-5인,30분,예,셋컬렉션
서울,영등포,러브레터,Normal,4~5명,20분,예,카드추론
서울,영등포,코드네임 듀엣,Normal,2인,20분,아니오,협력추리
서울,영등포,스파이시,Normal,4-5인,20분,아니오,블러핑
서울,영등포,머핀타임,Easy,3-6인,30분,아니오,카드
서울,영등포,스플렌더 대결,Hard,2,30분,아니오,전략
서울,영등포,새벽의 뱀파이어,Easy,3-6 인,30분,아니오,기억력
서울,영등포,노팅엄의 지방관,Normal,4-6인,50분,아니오,협상
서울,영등포,인생게임,Normal,2-6인,60분,아니오,인생경영
서울,영등포,재치와 눈치,Easy,4-5인,10분,아니오,퀴즈/눈치
서울,영등포,워드캡처 티키타카,Very Easy,4-6인,10분,아니오,단어연상
서울,영등포,강아지똥 웰시코기,Very Easy,2-5인,15분,예,타이밍
서울,영등포,익스플로딩 키튼,Easy,4-5인,15분,아니오,카드운빨
서울,영등포,튜링머신,Very Hard,1-3 인,20분,아니오,퍼즐조합
서울,영등포,디스크커버,Easy,3-6인,20분,아니오,음악공감
서울,영등포,인쉬,Normal,2인,20분,아니오,추상전략
서울,영등포,스트라이크,Very Easy,2-5인,15분,예,주사위
서울,영등포,우봉고,Easy,2-4인,25분,예,퍼즐조합
서울,영등포,장미전쟁,Normal,2인,20분,아니오,전략
서울,영등포,치킨차차,Easy,2-4인,20분,예,그림기억
서울,영등포,언락6,Normal,2-6인,60분,예,방탈출
서울,영등포,디셉션 : 홍콩 살인 사건,Very Hard,6-12인,20분,예,마피아
서울,영등포,시타델,Very Hard,4-7인,60분,예,심리전략
서울,영등포,윙스팬,Extreme,2-4인,50분,예,전략
서울,영등포,카후나,Hard,2인,30분,아니오,영향력
서울,영등포,캔트스탑,Normal,2-4인,30분,예,주사위
서울,영등포,콰르토,Easy,2인,20분,아니오,추상전략
서울,영등포,쿼리도,Easy,"2, 4인",20분,예,추상전략
서울,영등포,패치워크,Hard,2인,25분,예,전략퍼즐
서울,영등포,펭귄파티,Easy,3-5인,20분,아니오,카드내려놓기
서울,영등포,하나비,Hard,3-5인,25분,예,카드협력
서울,영등포,하이소사이어티,Normal,4-5인,15분,아니오,카드경매
서울,영등포,스타워즈 : 덱빌딩 게임,Hard,2,30분,아니오,덱빌딩
서울,영등포,마법사와 움직이는 탑,Easy,2~6인,30분,아니오,기억력
서울,영등포,꼬꼬미노,Easy,3-4인,20분,아니오,주사위
서울,영등포,링코,Normal,2-4인,20분,아니오,패털기
서울,영등포,루미큐브 한글,Easy,2-4인,20분,아니오,단어조합
서울,영등포,라온 조각,Easy,2-4인,10분,아니오,단어조합
서울,영등포,쿠키런 러브레터,Normal,3-6인,20분,아니오,카드
서울,영등포,스텔라,Normal,04-06,30분,아니오,단어연상
서울,영등포,인코그니토,Very Hard,4인,60분,아니오,역할추리
서울,영등포,윙스팬 : 아시아,Extreme,2인,50분,아니오,전략
서울,영등포,세트업,Normal,2~4인,20분,아니오,추상전략
서울,영등포,달러투도넛,Normal,3-4인,30분,아니오,운영
서울,영등포,워터게이트,Extreme,2,45분,아니오,전략
서울,영등포,라쿠카라차,Very Easy,2~4인,5분,예,순발력
서울,영등포,슬루스,Normal,3-7인,30분,아니오,추리
서울,영등포,스컬킹,Hard,4-6인,30분,예,트릭테이킹
서울,영등포,오트리오,Easy,2-4인,20분,아니오,추상전략
서울,영등포,프로젝트L,Normal,2-4인,30분,아니오,퍼즐/전략
서울,영등포,샤크,Hard,3-5인,60분,아니오,전략
서울,영등포,방방 날아라 돼지,Very Easy,3인,10분,아니오,손기술
서울,영등포,커피러시,Normal,3인,30분,아니오,운영
서울,영등포,오뚜기 윷놀이,Very Easy,4인,30분,예,레이싱
서울,영등포,탑텐TV,Easy,4-7인,30분,아니오,파티
서울,영등포,용의자들,Normal,2-6인,60분,아니오,추리
서울,영등포,한밤의 수수께끼,Hard,6-7인,10분,아니오,단어추리
서울,영등포,옛날옛적에,Easy,3-6인,30분,아니오,스토리텔링
서울,영등포,캐치스케치,Easy,4-6인,20분,아니오,"그리기, 스피드"
서울,영등포,폴짝폴짝 개구리 사탕먹기,Very Easy,2-4인,10분,아니오,순발력
서울,영등포,폭탄돌리기,Easy,2-8인,15분,아니오,퀴즈
서울,영등포,퍼니버니,Easy,2-4인,30분,아니오,복불복
서울,영등포,바보타임,Easy,3-8인,15분,아니오,액션
서울,영등포,버건디의 성,ProGamer,2-4인,90분,아니오,주사위 전략
서울,영등포,후엠아이,Easy,2-4인,10분,아니오,단어파티
서울,영등포,햄버거타이쿤,Very Easy,2인,10분,아니오,손기술
서울,영등포,스플렌더 : 포켓몬,Hard,2-4인,30분,아니오,카드전략
서울,영등포,배럴다이스,Normal,4-5인,30분,아니오,주사위/베팅
서울,영등포,미니빌 2,Hard,2-5인,30분,아니오,카드 건설
서울,영등포,페루도,Normal,3-6인,30분,아니오,블러핑
서울,영등포,방금 떠올린 프로포즈의 말을 너에게 바칠게,Easy,3-6인,15분,아니오,파티
서울,영등포,겟패킹,Easy,2-4인,15분,아니오,손기술
서울,영등포,라이헌트 시크릿 텔러,Easy,4-6인,30분,예,대화베팅
서울,영등포,다빈치코드 플러스,Normal,2-4인,10분,아니오,추리
서울,영등포,푸에르토리코 1897,ProGamer,2-5인,90분,아니오,전략
서울,영등포,잠만보 다이스게임,Normal,2-6인,20분,아니오,주사위
서울,영등포,이스탄불 주사위게임,Hard,3인,40분,아니오,주사위 전략
서울,영등포,금지어 게임,Easy,"4,6,8인",15분,예,파티
